query_id,category,question,expected_answer,generated_answer,response_time(sec),retrieved_source_count,retrieved_sources
134,Disease Progression,What is Stage 5 Parkinson's disease?,"Stage 5 is the most advanced stage, where patients usually require a wheelchair or full-time assistance because of severe mobility impairment.",I could not find sufficient information in the provided documents.,1.88,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf | data\Parkinson_Disease\research_papers\progression\nihms-1790081_progression.pdf | data\Parkinson_Disease\guidelines\WHO\content WHO-Guidelines.pdf
135,Disease Progression,How quickly does Parkinson's progress?,"Disease progression varies among individuals. Some patients progress slowly over decades, while others experience more rapid worsening depending on age, genetics, and overall health.",I could not find sufficient information in the provided documents.,2.08,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\guidelines\WHO\content WHO-Guidelines.pdf | data\Parkinson_Disease\research_papers\progression\nihms-1790081_progression.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Biomarkers.pdf | data\Parkinson_Disease\review_articles\795.full.pdf
136,Disease Progression,Can progression be slowed?,"Although Parkinson's disease cannot currently be stopped, medications, regular exercise, rehabilitation, and healthy lifestyle habits may help slow functional decline and improve quality of life.","As disease modifying treatments do not aim to improve symptoms but to slow down their worsening, several agents are currently being tested in the clinic for their ability to slow disease progression.",2.08,5,data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf
137,Disease Progression,Does everyone progress at the same rate?,"No. Progression differs from person to person because of variations in genetics, age at onset, disease subtype, and treatment response.","In this work, three distinct Parkinson's Disease progression clusters were identified, dividing patients into ‘slow’, ‘moderate’, and ‘fast’-progressors. Therefore, not everyone progresses at the same rate.",2.42,5,data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
138,Disease Progression,What factors influence progression?,"Progression may be influenced by age, genetic factors, disease subtype, overall health, treatment adherence, physical activity, and associated medical conditions.","Factors that influence progression in Parkinson's Disease include:
*   The presence and severity of hallucinations at the 3-month follow-up visit.
*   An increase in experienced hallucinations.
*   An increase in postural instability and gait disorder severity over the first 3 months.
*   Difficulties when rising from a lying or sitting position.",46.24,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf
139,Disease Progression,Can exercise slow progression?,"Regular exercise may improve mobility, balance, cardiovascular health, and functional independence, and evidence suggests it may help slow functional decline.","Given that exercise is biologically protective against degenerative processes, it is plausible that exercise may slow down disease progression in individuals with Parkinson's Disease. This is promising, but not clear yet. To date there has been limited evidence to support this in human models, however it is an area of growing research.",1.7,5,data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
140,Disease Progression,Can medications slow progression?,Current medications improve symptoms but have not been conclusively proven to stop or significantly slow disease progression.,I could not find sufficient information in the provided documents.,3.46,5,data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\guidelines\ANN\Dopaminergic Therapy for Motor Symptoms in Early Parkinson Disease.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\guidelines\NINDS-NIH\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf
141,Disease Progression,What are late-stage symptoms?,"Late-stage symptoms include severe mobility impairment, frequent falls, swallowing difficulty, dementia, hallucinations, speech problems, and loss of independence.",Dementia is common in advanced stages.,3.66,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\research_papers\diagnosis\10-1055-s-0043-1777775.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms and causes - Mayo Clinic.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf
142,Disease Progression,How does mobility change over time?,"Mobility gradually declines because of worsening bradykinesia, rigidity, balance impairment, freezing of gait, and postural instability.",I could not find sufficient information in the provided documents.,3.18,5,data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
143,Disease Progression,Can patients become wheelchair dependent?,Yes. Some patients with advanced Parkinson's disease eventually require a wheelchair because of severe mobility impairment and balance problems.,I could not find sufficient information in the provided documents.,3.14,5,data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Living with - NHS.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
144,Disease Progression,How long can people live with Parkinson's disease?,"Many people live for decades after diagnosis. Life expectancy depends on age, disease severity, overall health, and complications rather than Parkinson's disease alone.","Studies found that people typically lived 6.9 to 14.3 years after a diagnosis of Parkinson disease. However, there was substantial heterogeneity, with 26% of participants in the Sydney multicenter study living for at least 20 years.",2.67,5,data\Parkinson_Disease\research_papers\treatment\Diagnosis-and-Treatment-of-Parkinson-Disease_-A-Review.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms and causes - Mayo Clinic.pdf | data\Parkinson_Disease\guidelines\WHO\content WHO-Guidelines.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf
145,Disease Progression,What complications occur in advanced stages?,"Advanced Parkinson's disease may cause falls, aspiration pneumonia, severe swallowing difficulty, cognitive decline, hallucinations, infections, and reduced independence.","In advanced stages of Parkinson's disease (late stage, stages 4 and 5), complications and symptoms that may occur include:
*   Severe, unpredictable response fluctuations or severe dyskinesias despite optimal medication
*   Treatment resistant tremor
*   Mood/Cognition issues
*   Depression
*   Attention/Memory problems
*   Sleep/Fatigue
*   Perceptual problems",8.32,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\10.1177_03000605241304646.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf
146,Non-Motor Symptoms,Can Parkinson's disease cause depression?,Yes. Depression is one of the most common non-motor symptoms and may occur because of both brain changes and the emotional impact of living with the disease.,"Yes, Parkinson's disease can cause depression. The same processes in the brain that lead to the classical symptoms of Parkinson's disease, such as the death of dopamine-producing cells, can also affect mood and cause depression. In this case, depression is a symptom of PD, not just a reaction to the diagnosis. Depression and other mental health symptoms often appear before the onset of motor symptoms.",2.65,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf
147,Non-Motor Symptoms,Does Parkinson's disease cause anxiety?,Yes. Anxiety disorders frequently occur in Parkinson's disease and may worsen during medication wearing-off periods.,"Yes, evidence suggests that anxiety should be included as a potential symptom for diagnosis in people with Parkinson's disease. Overall, anxiety affects at least 30% of people with PD. It is estimated that at least 30% of people will experience an anxiety disorder during their illness. Anxiety not otherwise specified (NOS) in Parkinson's is most commonly associated with ""on-off"" fluctuations, and many people experience anxiety as their anti-Parkinson's medications wear off.",3.61,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\10.1177_03000605241304646.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf
